ticket,time_setup,time_setup_msc,time_done,time_done_msc,time_expiration,type,type_time,type_filling,state,magic,position_id,position_by_id,reason,volume_initial,volume_current,price_open,sl,tp,price_current,price_stoplimit,symbol,comment,external_id
15,1769760000,1769760000000,1770109200,1770109200000,0,0,0,0,4,1001,15,0,,0.01,0.01,1.15456,0.0,0.0,1.18153,0.0,EURUSD,,0
16,1770109200,1770109200000,1770224400,1770224400000,0,1,0,0,4,1001,16,0,,0.01,0.01,1.15448,0.0,0.0,1.17963,0.0,EURUSD,,0
17,1770224400,1770224400000,1770390000,1770390000000,0,0,0,0,4,1001,17,0,,0.01,0.01,1.15456,0.0,0.0,1.18104,0.0,EURUSD,,0
18,1770390000,1770390000000,1770822000,1770822000000,0,1,0,0,4,1001,18,0,,0.01,0.01,1.15448,0.0,0.0,1.1862,0.0,EURUSD,,0
19,1770822000,1770822000000,1771491600,1771491600000,0,0,0,0,4,1001,19,0,,0.01,0.01,1.15456,0.0,0.0,1.18008,0.0,EURUSD,,0
20,1771491600,1771491600000,1771509600,1771509600000,0,1,0,0,4,1001,20,0,,0.01,0.01,1.15448,0.0,0.0,1.17694,0.0,EURUSD,,0
21,1771509600,1771509600000,1771606800,1771606800000,0,0,0,0,4,1001,21,0,,0.01,0.01,1.15456,0.0,0.0,1.17882,0.0,EURUSD,,0
22,1771606800,1771606800000,1771855200,1771855200000,0,1,0,0,4,1001,22,0,,0.01,0.01,1.15448,0.0,0.0,1.17818,0.0,EURUSD,,0
23,1771855200,1771855200000,1771992000,1771992000000,0,0,0,0,4,1001,23,0,,0.01,0.01,1.15456,0.0,0.0,1.17923,0.0,EURUSD,,0
24,1771992000,1771992000000,1772132400,1772132400000,0,1,0,0,4,1001,24,0,,0.01,0.01,1.15448,0.0,0.0,1.17761,0.0,EURUSD,,0
25,1772132400,1772132400000,1773093600,1773093600000,0,0,0,0,4,1001,25,0,,0.01,0.01,1.15456,0.0,0.0,1.16089,0.0,EURUSD,,0
26,1773093600,1773093600000,1773183600,1773183600000,0,1,0,0,4,1001,26,0,,0.01,0.01,1.15448,0.0,0.0,1.16083,0.0,EURUSD,,0
27,1773183600,1773183600000,1773666000,1773666000000,0,0,0,0,4,1001,27,0,,0.01,0.01,1.15456,0.0,0.0,1.14754,0.0,EURUSD,,0
28,1773666000,1773666000000,1773867600,1773867600000,0,1,0,0,4,1001,28,0,,0.01,0.01,1.15448,0.0,0.0,1.14773,0.0,EURUSD,,0
29,1773867600,1773867600000,1773936000,1773936000000,0,0,0,0,4,1001,29,0,,0.01,0.01,1.15456,0.0,0.0,1.15176,0.0,EURUSD,,0
30,1773936000,1773936000000,1774008000,1774008000000,0,1,0,0,4,1001,30,0,,0.01,0.01,1.15448,0.0,0.0,1.15486,0.0,EURUSD,,0
31,1774008000,1774008000000,1774299600,1774299600000,0,0,0,0,4,1001,31,0,,0.01,0.01,1.15456,0.0,0.0,1.16351,0.0,EURUSD,,0
32,1774299600,1774299600000,1774454400,1774454400000,0,1,0,0,4,1001,32,0,,0.01,0.01,1.15448,0.0,0.0,1.15728,0.0,EURUSD,,0
33,1774454400,1774454400000,1774969200,1774969200000,0,0,0,0,4,1001,33,0,,0.01,0.01,1.15456,0.0,0.0,1.1503,0.0,EURUSD,,0
34,1774969200,1774969200000,1775102400,1775102400000,0,1,0,0,4,1001,34,0,,0.01,0.01,1.15448,0.0,0.0,1.15526,0.0,EURUSD,,0
35,1775102400,1775102400000,1775181600,1775181600000,0,0,0,0,4,1001,35,0,,0.01,0.01,1.15456,0.0,0.0,1.15415,0.0,EURUSD,,0
36,1775181600,1775181600000,1775235600,1775235600000,0,1,0,0,4,1001,36,0,,0.01,0.01,1.15448,0.0,0.0,1.15212,0.0,EURUSD,,0
37,1775235600,1775235600000,1775469600,1775469600000,0,0,0,0,4,1001,37,0,,0.01,0.01,1.15456,0.0,0.0,1.15643,0.0,EURUSD,,0
38,1775469600,1775469600000,1775534400,1775534400000,0,1,0,0,4,1001,38,0,,0.01,0.01,1.15448,0.0,0.0,1.15301,0.0,EURUSD,,0
39,1775534400,1775534400000,1775559600,1775559600000,0,0,0,0,4,1001,39,0,,0.01,0.01,1.15456,0.0,0.0,1.15735,0.0,EURUSD,,0
40,1775559600,1775559600000,1775682000,1775682000000,0,1,0,0,4,1001,40,0,,0.01,0.01,1.15448,0.0,0.0,1.16504,0.0,EURUSD,,0
41,1775682000,1775682000000,1775743200,1775743200000,0,0,0,0,4,1001,41,0,,0.01,0.01,1.15456,0.0,0.0,1.1688399999999999,0.0,EURUSD,,0
42,1775743200,1775743200000,1775811600,1775811600000,0,1,0,0,4,1001,42,0,,0.01,0.01,1.15448,0.0,0.0,1.1684700000000001,0.0,EURUSD,,0
43,1775811600,1775811600000,1775829600,1775829600000,0,0,0,0,4,1001,43,0,,0.01,0.01,1.15456,0.0,0.0,1.1714,0.0,EURUSD,,0
44,1775829600,1775829600000,1776038400,1776038400000,0,1,0,0,4,1001,44,0,,0.01,0.01,1.15448,0.0,0.0,1.16699,0.0,EURUSD,,0
45,1776038400,1776038400000,1776106800,1776106800000,0,0,0,0,4,1001,45,0,,0.01,0.01,1.15456,0.0,0.0,1.1724999999999999,0.0,EURUSD,,0
46,1776106800,1776106800000,1776340800,1776340800000,0,1,0,0,4,1001,46,0,,0.01,0.01,1.15448,0.0,0.0,1.1779600000000001,0.0,EURUSD,,0
47,1776340800,1776340800000,1776438000,1776438000000,0,0,0,0,4,1001,47,0,,0.01,0.01,1.15456,0.0,0.0,1.18352,0.0,EURUSD,,0
48,1776438000,1776438000000,1776643200,1776643200000,0,1,0,0,4,1001,48,0,,0.01,0.01,1.15448,0.0,0.0,1.17314,0.0,EURUSD,,0
49,1776643200,1776643200000,1776690000,1776690000000,0,0,0,0,4,1001,49,0,,0.01,0.01,1.15456,0.0,0.0,1.17706,0.0,EURUSD,,0
50,1776690000,1776690000000,1776765600,1776765600000,0,1,0,0,4,1001,50,0,,0.01,0.01,1.15448,0.0,0.0,1.17642,0.0,EURUSD,,0
51,1776765600,1776765600000,1776855600,1776855600000,0,0,0,0,4,1001,51,0,,0.01,0.01,1.15456,0.0,0.0,1.17538,0.0,EURUSD,,0
52,1776855600,1776855600000,1776888000,1776888000000,0,1,0,0,4,1001,52,0,,0.01,0.01,1.15448,0.0,0.0,1.17104,0.0,EURUSD,,0
53,1776888000,1776888000000,1777035600,1777035600000,0,0,0,0,4,1001,53,0,,0.01,0.01,1.15456,0.0,0.0,1.17032,0.0,EURUSD,,0
54,1777035600,1777035600000,1777330800,1777330800000,0,1,0,0,4,1001,54,0,,0.01,0.01,1.15448,0.0,0.0,1.172,0.0,EURUSD,,0
55,1777330800,1777330800000,1777428000,1777428000000,0,0,0,0,4,1001,55,0,,0.01,0.01,1.15456,0.0,0.0,1.17177,0.0,EURUSD,,0
56,1777428000,1777428000000,1777449600,1777449600000,0,1,0,0,4,1001,56,0,,0.01,0.01,1.15448,0.0,0.0,1.17008,0.0,EURUSD,,0
57,1777449600,1777449600000,1777554000,1777554000000,0,0,0,0,4,1001,57,0,,0.01,0.01,1.15456,0.0,0.0,1.17149,0.0,EURUSD,,0
58,1777554000,1777554000000,1777899600,1777899600000,0,1,0,0,4,1001,58,0,,0.01,0.01,1.15448,0.0,0.0,1.1705,0.0,EURUSD,,0
59,1777899600,1777899600000,1777996800,1777996800000,0,0,0,0,4,1001,59,0,,0.01,0.01,1.15456,0.0,0.0,1.16977,0.0,EURUSD,,0
60,1777996800,1777996800000,1778119200,1778119200000,0,1,0,0,4,1001,60,0,,0.01,0.01,1.15448,0.0,0.0,1.1748,0.0,EURUSD,,0
61,1778119200,1778119200000,1778151600,1778151600000,0,0,0,0,4,1001,61,0,,0.01,0.01,1.15456,0.0,0.0,1.17717,0.0,EURUSD,,0
62,1778151600,1778151600000,1778194800,1778194800000,0,1,0,0,4,1001,62,0,,0.01,0.01,1.15448,0.0,0.0,1.17229,0.0,EURUSD,,0
63,1778194800,1778194800000,1778238000,1778238000000,0,0,0,0,4,1001,63,0,,0.01,0.01,1.15456,0.0,0.0,1.17639,0.0,EURUSD,,0
64,1778238000,1778238000000,1778562000,1778562000000,0,1,0,0,4,1001,64,0,,0.01,0.01,1.15448,0.0,0.0,1.17625,0.0,EURUSD,,0
65,1778562000,1778562000000,1779102000,1779102000000,0,0,0,0,4,1001,65,0,,0.01,0.01,1.15456,0.0,0.0,1.16416,0.0,EURUSD,,0
66,1779102000,1779102000000,1779188400,1779188400000,0,1,0,0,4,1001,66,0,,0.01,0.01,1.15448,0.0,0.0,1.16233,0.0,EURUSD,,0
67,1779188400,1779188400000,1779303600,1779303600000,0,0,0,0,4,1001,67,0,,0.01,0.01,1.15456,0.0,0.0,1.16254,0.0,EURUSD,,0
68,1779303600,1779303600000,1779357600,1779357600000,0,1,0,0,4,1001,68,0,,0.01,0.01,1.15448,0.0,0.0,1.16076,0.0,EURUSD,,0
69,1779357600,1779357600000,1779670800,1779670800000,0,0,0,0,4,1001,69,0,,0.01,0.01,1.15456,0.0,0.0,1.16432,0.0,EURUSD,,0
70,1779670800,1779670800000,1779778800,1779778800000,0,1,0,0,4,1001,70,0,,0.01,0.01,1.15448,0.0,0.0,1.16297,0.0,EURUSD,,0
71,1779778800,1779778800000,1779865200,1779865200000,0,0,0,0,4,1001,71,0,,0.01,0.01,1.15456,0.0,0.0,1.16413,0.0,EURUSD,,0
72,1779865200,1779865200000,1779933600,1779933600000,0,1,0,0,4,1001,72,0,,0.01,0.01,1.15448,0.0,0.0,1.16176,0.0,EURUSD,,0
73,1779933600,1779933600000,1779987600,1779987600000,0,0,0,0,4,1001,73,0,,0.01,0.01,1.15456,0.0,0.0,1.16476,0.0,EURUSD,,0
74,1779987600,1779987600000,1780034400,1780034400000,0,1,0,0,4,1001,74,0,,0.01,0.01,1.15448,0.0,0.0,1.16372,0.0,EURUSD,,0
75,1780034400,1780034400000,1780077600,1780077600000,0,0,0,0,4,1001,75,0,,0.01,0.01,1.15456,0.0,0.0,1.16781,0.0,EURUSD,,0
76,1780077600,1780077600000,1780095600,1780095600000,0,1,0,0,4,1001,76,0,,0.01,0.01,1.15448,0.0,0.0,1.16594,0.0,EURUSD,,0
